time_ns,rmsd_A
0.000000000000000000e+00,1.360397458076477051e+00
1.000000000000000021e-03,1.378292083740234375e+00
2.000000000000000042e-03,1.385574936866760254e+00
3.000000000000000062e-03,1.370970964431762695e+00
4.000000000000000083e-03,1.350713372230529785e+00
5.000000000000000104e-03,1.380792379379272461e+00
6.000000000000000125e-03,1.348501205444335938e+00
7.000000000000000146e-03,1.348042964935302734e+00
8.000000000000000167e-03,1.313753008842468262e+00
8.999999999999999320e-03,1.345883488655090332e+00
1.000000000000000021e-02,1.386317729949951172e+00
1.099999999999999936e-02,1.382636785507202148e+00
1.200000000000000025e-02,1.400449395179748535e+00
1.299999999999999940e-02,1.421682357788085938e+00
1.400000000000000029e-02,1.371496438980102539e+00
1.499999999999999944e-02,1.321352481842041016e+00
1.600000000000000033e-02,1.330418348312377930e+00
1.700000000000000122e-02,1.324348926544189453e+00
1.799999999999999864e-02,1.347450971603393555e+00
1.899999999999999953e-02,1.331830024719238281e+00
2.000000000000000042e-02,1.351132512092590332e+00
2.100000000000000130e-02,1.332235813140869141e+00
2.199999999999999872e-02,1.354728341102600098e+00
2.299999999999999961e-02,1.324290633201599121e+00
2.400000000000000050e-02,1.318407654762268066e+00
2.500000000000000139e-02,1.334745168685913086e+00
2.599999999999999881e-02,1.342053174972534180e+00
2.699999999999999969e-02,1.371646523475646973e+00
2.800000000000000058e-02,1.357252836227416992e+00
2.900000000000000147e-02,1.405934214591979980e+00
2.999999999999999889e-02,1.353511810302734375e+00
3.099999999999999978e-02,1.394814014434814453e+00
3.200000000000000067e-02,1.359261751174926758e+00
3.300000000000000155e-02,1.313498139381408691e+00
3.400000000000000244e-02,1.350903987884521484e+00
3.500000000000000333e-02,1.359564661979675293e+00
3.599999999999999728e-02,1.392838001251220703e+00
3.699999999999999817e-02,1.422912955284118652e+00
3.799999999999999906e-02,1.388525485992431641e+00
3.899999999999999994e-02,1.343950510025024414e+00
4.000000000000000083e-02,1.364157438278198242e+00
4.100000000000000172e-02,1.397781968116760254e+00
4.200000000000000261e-02,1.407635807991027832e+00
4.299999999999999656e-02,1.394647955894470215e+00
4.399999999999999745e-02,1.397505760192871094e+00
4.499999999999999833e-02,1.313733339309692383e+00
4.599999999999999922e-02,1.393207550048828125e+00
4.700000000000000011e-02,1.397579312324523926e+00
4.800000000000000100e-02,1.350160717964172363e+00
4.900000000000000189e-02,1.362647056579589844e+00
5.000000000000000278e-02,1.395256757736206055e+00
5.099999999999999672e-02,1.349264383316040039e+00
5.199999999999999761e-02,1.364176273345947266e+00
5.299999999999999850e-02,1.373784065246582031e+00
5.399999999999999939e-02,1.412582516670227051e+00
5.500000000000000028e-02,1.414312601089477539e+00
5.600000000000000117e-02,1.402469754219055176e+00
5.700000000000000205e-02,1.396013021469116211e+00
5.800000000000000294e-02,1.450059413909912109e+00
5.899999999999999689e-02,1.424015998840332031e+00
5.999999999999999778e-02,1.427806735038757324e+00
